-6.283121852153072950e-03,-4.352958095908493474e-03,4.163908309734371850e-04
-2.238305031896937747e-01,-1.296278220991644581e-01,-8.793278230476685164e-02
-9.666716719253209619e-03,-8.289824071173450271e-03,-8.846953208338430991e-03
-1.005467785478133917e-02,-8.914188712945872450e-03,-1.513322279104891560e-02
0.000000000000000000e+00,2.168404344971008868e-19,-8.326672684688674053e-17
-2.370667442557128357e-02,-4.417624611628112943e-03,-2.776211850241053214e-02
-2.887592502086325785e-01,-2.221482580247995386e-01,-3.120127438706803424e-01
-9.594125407997904781e-03,-8.115311616947566004e-03,-9.308213488345564585e-03
-1.437826638314399288e-02,-1.214871761055638481e-02,-1.303478455017024508e-02
-1.203843428628551329e-02,-8.553057200832599877e-03,-6.021637003532974083e-03
-1.158644394644963750e-02,-7.166297164548927727e-03,-1.589798317631791955e-02
-5.329509510516650117e-02,3.964938266067409567e-02,-9.612376205543769758e-02
-3.108781951539576482e-01,-3.240031567618310571e-01,-5.021929441471401079e-02
-4.797688862372059652e-03,-4.059342250164440016e-03,-4.676150617479958235e-03
-4.786596443671942668e-03,-4.033276556390220924e-03,-4.401380742181206125e-03
-4.980153988874209681e-01,-4.364395994375829257e-01,2.402590998359061258e-01
-4.807528964325962981e-03,-4.082035060557341610e-03,-4.906832746164340245e-03
-1.642578108685187332e-02,-1.076733080288855456e-02,-4.301384873587254729e-03
-4.786596443671942668e-03,-4.033276556390220924e-03,-4.401380742181206125e-03
-4.786596443671942668e-03,-4.033276556390220924e-03,-4.401380742181206125e-03
-1.009188420188034813e-02,-9.117381376286370909e-03,-1.337427027717590956e-02
-3.068733593693619977e-01,-2.528091072341149825e-01,1.362091831072308745e-01
-4.835828856229104460e-03,-3.861925792660457230e-03,-4.440508100810982954e-03
-6.359717598680330111e-03,-4.598914428889983377e-03,-7.976702981078663199e-03
-1.679984277888358843e-02,-1.573599445090395621e-02,-4.949125319573034233e-03
-6.351408122823640756e-01,7.171707154031007336e-01,-2.018027660784890431e-01
-4.791264457491593853e-02,1.080980215476871759e-01,6.570889971454598744e-01
-5.686930920729078853e-02,1.249080906361878934e-01,4.513658938932644804e-01
-1.170539789241312606e-01,1.737651975749631983e-01,3.586394377156260083e-01
